CC,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
IND,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000980531546151169,0.00135204564506098,0.00245579567779961,0.00220735933602631,0.0109315004850853,0.0122159019720851,0.026098742218571,0.0274356025440286,0.0511753703177735,0.125100316291366,0.208563283381976,0.219811372646918,0.224118661799183,0.443593455118456,0.520284787462611,0.677184016212972,0.848154469600427,1.05433464907496,1.24957784532253,1.54054461920252,1.98414544627441,2.33837605623371,2.74165885743586,3.32649443694661,3.47809306770565,3.95473022774481,4.64360860478928,4.98491805476422,5.18410002190465,0,0,0,0
INX,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IRL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0316856780735108,0.0928850083596507,0.112907059662467,0.0908884344467167,0.216701902748414,0.66534613235817,1.21659162755053,1.27728003675626,1.43201115194525,1.74975641442027,1.89188101276013,2.17207674671172,3.0299424945469,4.84664013111683,6.45744210060481,7.63816569109778,8.75685435335027,11.4672008012018,10.9793742107479,17.1725995486642,16.2443405871184,19.4712563476373,21.8014211638179,24.8035242290749,0,0,0
 Islamic Rep.,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0310746501882236,0.0304855440845685,0.0261178838368708,0.0212696567077407,0.0175463679018443,0.0281575384320445,0.039867930461345,0.064873729772371,0.0701028501956017,0.0913625134013891,0.1025432533767,0.0742619945999081,0.099561761618316,0.0904528937060517,0.151276130379448,0.147482420459635,0,0,0
IRQ,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
ISL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.219058050383352,0.873655913978495,0.801974090067859,1.2263099219621,1.12068965517241,0.338123415046492,0.774860094705123,0.775826868109432,0.60790273556231,0.73882526782416,1.65820642978003,1.57035175879397,4.24886191198786,4.87200660611065,5.04179728317659,4.8780487804878,4.92307692307692,5.4691298006806,5.89073634204276,5.80616346583296,5.99515098082433,6.65188470066519,6.29728526924789,5.05939287285526,5.41569705944574,5.43933054393306,5.82212407147159,6.75385516299044,6.71321160042965,10.4282757522687,15.8041179744018,17.2175950026028,18.062990165567,17.0270912547529,16.5411764705882,17.2213846689087,19.1342390052959,26.515609264854,29.8906236954162,24.521770814356,27.0464536057978,26.1738671668914,27.3197373772587,29.6826029973218,28.9688672996246,28.9482397086414,26.671631469759,0,0,0
ISR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0227526108620964,0.0241758241758242,0.0255096617844008,0.0232661435309545,0.0226328134644665,0.0197792634202302,0.0185901249256395,0.0280691905547174,0.136343804537522,0.237237801027462,0.455771711992493,0.715838928305001,0.885489710055119,1.49310180389062,2.13088868789379,0,0,0
ITA,3.83155102379176,3.65866881457272,3.59445836735843,3.45735966763214,3.23994479017846,3.74865759799535,3.61151527748909,3.50447142261968,3.47772141736306,3.62930916082956,3.39654615881214,2.84329394894469,2.67169737902665,2.88081762286738,2.73429461235577,2.35624262128901,2.26118163411293,2.20137593216227,2.13688344627624,2.15834396154223,1.9384869854823,1.93646673193053,1.8838592185843,1.93279743481262,1.76253998913503,1.94976044892665,1.96931797551086,1.99063231850117,1.54551819037733,1.53837492434799,1.51065008308575,1.60193651535021,1.72836697080707,1.56597009705342,1.54867629463609,1.74855261948721,1.86716100663627,2.07210581301374,2.29503770419085,2.47461482323915,2.77203616115104,3.16972457230157,3.56157301643857,3.89922137285861,4.16790190001347,4.43334384171133,4.83385352116332,5.27546271931923,6.97695389043994,8.65171886348499,12.353316835635,16.9351963349905,20.5752512078469,22.3410375526759,23.396955132202,0,0,0
JAM,0,0,0,0,0,0,0,0,0,0,6.14558472553699,6.38297872340426,9.37357110196616,8.40998685939553,12.3540258143823,15.9530791788856,17.4438687392055,18.6837702175125,16.5186500888099,16.8257756563246,16.5083135391924,15.1776649746193,18.3341797866938,3.40425531914894,3.05623471882641,2.90360046457607,3.82749326145553,4.8607318405243,5.15806988352745,3.98698128559805,2.21384832783797,2.30057514378595,3.35003956739647,3.64397905759162,3.51689826728427,4.19012918184829,4.1726618705036,3.16358024691358,3.07156907247693,3.10323947926128,2.55408653846154,0.89414479376983,0.881612090680101,1.42718581127892,1.64376178927513,1.72621437173826,2.30153435623749,2.40850059031877,4.1837198726694,4.16666666666667,5.24507558405864,7.1320944249121,6.93713999499123,6.47429679922405,0,0,0,0
JOR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0274876305662452,0.0268528464017186,0.0226142017186793,0.0210039907582441,0.0197005516154452,0.0178062678062678,0.0165070980521624,0.0478927203065134,0.044477390659748,0.0423668973308855,0.0406779661016949,0.105974301231951,0.0983767830791933,0.112584438328747,0.100368016058883,0.0828672053035011,0.0809352517985611,0.0999923082839781,0.0867177337765573,0.070067264573991,0.0812072815862489,0.0751007032156756,0.0542299349240781,0.0521346231825291,0.0439077936333699,0,0,0,0
JPN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0578013567203209,0.021882987290361,0.021135125310158,0.0394483542146622,0.0566710303360025,0.107570835395108,0.153756790924933,0.157196728212097,0.154409281100718,1.70930718800651,1.79543353429081,1.87982137500214,1.90421641494525,2.05690921228304,2.07724705509452,2.13691379229684,2.14795542312126,1.29641960353306,1.28733499013798,1.28078448738328,1.24393705146764,1.25344787955407,1.39955611876974,1.42905226054813,1.44324515207812,1.31354690127249,1.32375978867786,1.28233642008213,1.28890946183294,1.33143803917654,1.46302429277137,1.51647563566385,1.636052117783,1.70623585103456,1.78516466605109,1.84664676591614,1.94820328931296,3.32245361492467,3.72155444911979,4.05301229465502,4.83783528522856,6.12864909756357,7.89737662734152,0,0,0
KAZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00323216652121917,0.00582038298120016,0.0133247040012183,0,0,0,0
KEN,0,0,0,0,0,0,0,0,0,0,13.8736263736264,12.4105011933174,11.9866814650388,11.4052953156823,10.6715731370745,9.46051602814699,10.0969305331179,8.5978835978836,7.92718731650029,8.58895705521472,7.68421052631579,7.77096114519427,7.61766132945172,7.71780303030303,7.27194492254733,21.9089810712847,19.0761636107193,17.2635135135135,16.7312661498708,16.29057187017,14.6767617938264,14.1732283464567,13.6061946902655,10.4616225075116,12.5152774382791,12.046783625731,10.8661767980405,11.0870506712863,11.402122375254,13.9041437843235,13.3584404076207,10.9270810927081,18.2310469314079,21.5496368038741,19.5348837209302,18.1267919719656,17.7650872048156,19.8328267477204,23.2619926199262,22.7211252366784,22.3726627981947,22.137871923595,24.8422712933754,45.7334197450853,0,0,0,0
KGZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
KHM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.223214285714286,0.196463654223969,0.137362637362637,1.04849279161206,1.71990171990172,1.55601659751037,1.44557823129252,1.20886501007387,1.28465179175118,1.67197452229299,2.31388329979879,2.18423551756885,1.60390516039052,0.78740157480315,0.55573716900948,0,0,0,0
KIR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
KNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 Rep.,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000949027721099733,0.000882963224581696,0.00160766534838108,0.002097388751005,0.00185455354714275,0.139119681570507,0.200389921275388,0.0369179790558002,0.0296201676316362,0.0415966315217576,0.0350055107685269,0.0346124857263932,0.0609452887169349,0.0643956280904802,0.0821031499241705,0.097712143634273,0.136724090784796,0.217419377560724,0.293961953889646,0.414899175515192,0.504108971287531,0.553981997988667,0.588395943006206,0.835485256306575,1.06253377666639,1.00359054239757,0,0
KWT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
LAC,0,0,0,0,0,0,0,0,0,0,1.32163451346687,1.18967352365591,1.27319190415758,1.36869425213947,1.53015805753584,1.62721046161418,1.59952759323355,1.60582478636715,1.65812908986133,1.48944283122747,1.57368961271378,1.73622770258749,1.85219518130358,1.69469339236437,1.62227248085614,1.88721137827504,2.07301064010624,2.00927808574921,1.99794195929892,2.16520218732265,2.3437957310789,2.69956143273419,2.55148999354681,2.45472658075909,2.42670116241798,2.41277148391785,2.34064146808566,2.25348362162638,2.32320544410406,2.26914020680007,2.49567780013828,2.59248621150079,2.72848675282354,2.75466229583504,2.8934067558499,2.84979034117308,3.18304659465798,3.07377580272891,3.36536180628446,4.27572460900317,4.20390632104256,4.70419978807262,5.26071768614867,6.29874969606434,0,0,0,0
LAO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBN,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
LBR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LBY,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
LCA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LCN,0,0,0,0,0,0,0,0,0,0,1.26301161225032,1.13721841378142,1.20985528808476,1.29485284388021,1.45005769816258,1.54647076234603,1.52480637261127,1.53514655297919,1.58402630926592,1.42218720536012,1.49902831099311,1.65691798377314,1.77260854487102,1.62530958587063,1.56047482006284,1.82487308026043,1.99323812717728,1.9415015493016,1.93200412682234,2.1901247287623,2.35829396467355,2.77862184885943,2.63328474384198,2.53766953206669,2.50996185258612,2.46165997195723,2.37925602586126,2.21961103342887,2.26701906632093,2.20428274775691,2.52133408905165,2.59248167570766,2.69422500394756,2.73430317638922,2.83193686273663,2.76319216131455,3.15896433175762,3.14001042006348,3.49752568918659,4.20391898845274,4.2889247026235,4.75933948991018,5.3289399895424,6.39140991818478,0,0,0,0
LDC,0,0,0,0,0,0,0,0,0,0,0.372421517616741,0.305854814189002,0.285566267848485,0.238289842498731,0.227140365680763,0.21504205298666,0.195957439087718,0.196924921410891,0.186636730441305,0.180257457350446,0.172971567953939,0.169470772932388,0.164326987050302,0.157945179289917,0.154858030563577,0.164421984730409,0.158963307168937,0.15158144633068,0.146456815160548,0.14268810017589,0.13380599670824,0.100705729395045,0.0944297685841808,0.0933287339239486,0.0881375929652251,0.088979931009006,0.0892272298746056,0.120113139869463,0.102541527017262,0.0788111124632753,0.079657903246288,0.0830319142025002,0.0762189360144727,0.0617594476787492,0.0687814187410452,0.0704692593287009,0.0608184996103166,0.0672885283503519,0.0790879456994926,0.0994598425128643,0.110653568354211,0.182857927941255,0.331692083463027,0.335252248170847,0,0,0,0
LIC,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LIE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LKA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0485122897800776,0.157053112507139,0.162217961952514,0.197544800338648,0.181441161223432,0.182149362477231,0.214500214500214,0.221052631578947,0.201999798000202,0.269865067466267,0.430602843981574,0.953615405980928,1.22662549322354,1.57969918494244,2.33718705813857,2.67233769360404,0,0,0,0
LMC,0,0,0,0,0,0,0,0,0,0,0.0690453526410051,0.0686602589321258,0.069030093522081,0.0700145032762319,0.126544408641132,0.238555022218338,0.218287882228943,0.2187287557506,0.330062456537113,0.644210122667738,0.881611480245741,1.00924247828009,1.12521700321002,1.13646705314322,1.10160460033881,1.00805400532473,0.911697921411706,0.908541258835981,0.925138312865952,0.899784793576722,0.876423369845217,0.880068377930418,0.865599651503799,0.991173510363397,1.00680149965919,1.06161866685612,1.12052446010098,1.20104651360515,1.40479849757419,1.66742839999069,1.71057933201294,1.72404666409576,1.78168059038092,1.88736850158105,1.94013635000949,2.15536656423536,2.29941337572525,2.57307528276361,2.89884273303472,2.92646443607753,3.13926835131785,3.47667473859234,3.71407252530342,4.02858508203372,0,0,0,0
LMY,0,0,0,0,0,0,0,0,0,0,0.226198185077531,0.204780576070189,0.218331144608864,0.237459873581362,0.252239815735916,0.264821578965325,0.268365518359935,0.263226683962657,0.309180802315824,0.34939666022956,0.396927222723967,0.443937001997222,0.495951656732574,0.471131970919081,0.465815415019026,0.493011930389884,0.498104060798556,0.485854114893496,0.479217027015187,0.502266251968974,0.530641721619924,0.589873007415887,0.575696223879556,0.612577154551293,0.682323243177953,0.675411539021119,0.705191214261593,0.729837478846701,0.796950120635513,0.837819972640611,0.865663929381303,0.87060627199532,0.889788092456756,0.89758431622161,0.953850678061918,1.00743951818754,1.10339584203535,1.3015563059557,1.61241404145582,1.90234250143196,2.17965489812699,2.57477376849392,3.17556825544558,3.65009613510543,0,0,0,0
LSO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LTE,0,0,0,0,0,0,0,0,0,0,0.128213631787658,0.140264877563109,0.143548875422363,0.137251885253584,0.14894840577574,0.145599352347551,0.1634360542113,0.16856062620792,0.183587935414996,0.175530814740917,0.182488051639078,0.199234944171943,0.244271784673892,0.204943089495354,0.206802004776728,0.204941149985536,0.20331035726158,0.181505745409945,0.174963685225466,0.221234260733772,0.225167614585119,0.305799861171424,0.304250485697375,0.332986575850754,0.431420955151126,0.431085502240135,0.474916030472055,0.467951718697163,0.513162289520409,0.484270341359049,0.553091114104732,0.565816191905892,0.573645573104343,0.578640617815391,0.653231850627643,0.72793971741479,0.873167147111513,1.16013008093498,1.55245583878128,1.90388803120577,2.29915262305731,2.74787400334315,3.47816060631632,4.03533880831945,0,0,0,0
LTU,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0139256370978972,0.0231294090435989,0.0371786700658594,0.0373293515358362,0.0624349635796046,0.314647677403329,1.18782479584261,1.50071283859833,1.77559243324455,7.42891469763716,14.884597268017,16.7807463016118,23.8490745135263,29.9892125134844,0,0,0,0
LUX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1443661971831,1.31694468832309,1.45719489981785,1.63398692810458,2.47252747252747,3.3210332103321,3.61702127659574,3.53159851301115,3.46820809248555,2.89115646258503,3.80622837370242,3.73376623376623,3.00632911392405,2.08333333333333,1.99714693295292,1.81818181818182,2.2354694485842,2.59965337954939,3.90143737166324,3.40909090909091,4.92610837438424,7.65027322404372,10.2777777777778,11.6113744075829,5.76701268742791,1.81623931623932,2.18716385801363,2.69071555292726,3.49462365591398,3.82544630206857,4.62355513901906,5.53925165077036,5.10786802030457,4.92260061919505,6.94339622641509,7.58070366340225,13.5749053542455,15.2675760755509,23.5249042145594,0,0,0
LVA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0319897632757518,0.0443852640923213,0.0345006037605658,0.048661800486618,0.0967117988394584,0.14018691588785,0.528301886792453,1.81132075471698,1.8554062699936,1.79372197309417,1.79922306276835,1.9911968140851,1.95297686765264,1.7776979709104,1.73532518484986,3.11782080735149,6.51856656396951,10.0177162183927,15.7556895545614,0,0,0,0
 China,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.497551115602892,1.36913465372857,1.27338365605514,1.22451441669683,1.1239762778876,1.06791083462934,0.92126459927507,1.40222144041815,1.44941634241245,1.84913691179948,2.78387968908415,2.76733583939854,2.66325224071703,5.34194199971144,6.69310512766994,0,0,0,0
MCO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0668002672010688,0.280321435245748,0,0,0,0
MDG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MDV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MEA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000302319088092564,0.000297500268559528,0.000267568395768996,0.000245728582797717,0.000231305370970605,0.000221259246743008,0.000209291235196852,0.000590514108015771,0.000548757201294195,0.0107043067513594,0.0426577145687767,0.076601685541296,0.0681895093122255,0.088027061625014,0.105942585417811,0.104905990800222,0.108529709226449,0.137403958682199,0.143551172744323,0.18086504882887,0.243106907997037,0.256999487469701,0.248473788046731,0.341427592724169,0.414332252790771,0,0,0,0
MEX,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.433962264150943,1.12970915479211,1.17930971678354,1.21833179025335,1.13281922731013,1.04930689594666,1.64129822018201,1.36644664137869,1.31771395765272,1.61902858285029,1.65247871807712,1.63809962038422,1.76472485992967,3.49414211295736,4.24799523086095,4.21710873641478,3.97179389150843,4.42518366325095,5.39083767597418,5.95872471098266,6.05942228741164,5.39587170616661,5.56920287951237,4.72569772529821,4.17689097454819,4.07890117605757,3.78988042399875,3.69466391151088,3.78619361833374,3.62201621292176,3.70972453295063,3.83907939541129,4.14848554950183,3.52512124151309,3.78495369672106,2.98980747451869,2.96876984097343,3.12698476066735,2.91593044569579,3.41005246234557,3.88159797663171,4.64351102502189,5.13013183960653,0,0,0
MHL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MIC,0,0,0,0,0,0,0,0,0,0,0.229857103661278,0.207749913489571,0.22205912614764,0.2417803605456,0.257020711949476,0.269967995938453,0.273277600606489,0.267581264491264,0.31441349509833,0.354705612832948,0.402864012381122,0.450404055645656,0.503255504925018,0.477552671350165,0.472250891595674,0.499318058515073,0.504527271066879,0.492376580939346,0.485950872010544,0.508905240551609,0.5373705379269,0.597521309057467,0.582769627008404,0.619987682116175,0.690741763500758,0.682999049659828,0.712549735948897,0.737312904930971,0.805559846917855,0.84762309671579,0.876048888767034,0.880919273636983,0.900072021864078,0.908381387516334,0.965601290796221,1.01810268390905,1.11580297901218,1.31607381350187,1.63058817318735,1.92358592835007,2.20413797303275,2.60329606251848,3.20973386023234,3.69233048399614,0,0,0,0
 FYR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0147950880307738,0.0479080166081124,0.147686248769281,1.58168961667287,0,0,0
MLI,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MLT,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0473036896877957,0.458926112895824,1.1333914559721,1.55486450466459,3.34075723830735,0,0,0,0
MMR,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
MNA,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000535086663821655,0.000513857177659107,0.000477576266632189,0.000447424047907423,0.000418994674717226,0.00040091836358519,0.000377266261884368,0.00106387929258655,0.00100194446169319,0.0193655867767404,0.0767364024965445,0.134840562286408,0.119232089213427,0.155690342857065,0.18565051234045,0.186644777904057,0.192686342078522,0.245531989578755,0.257940187728628,0.317070197386338,0.422351981186384,0.427982968008142,0.39276132488748,0.53588919687559,0.602913958563016,0,0,0,0
MNE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
MNG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69322709163347,3.16220238095238,0,0,0,0
MNP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
